Date,PM2.5 Mean
2022-04-01,13.0
2022-04-02,24.7
2022-04-03,63.8
2022-04-04,63.8
2022-04-05,47.8
2022-04-06,10.1
2022-04-07,25.1
2022-04-08,80.7
2022-04-09,87.4
2022-04-10,106.0
2022-04-11,80.4
2022-04-12,16.4
2022-04-13,23.6
2022-04-14,8.5
2022-04-15,5.74
2022-04-16,20.0
2022-04-17,54.3
2022-04-18,54.3
2022-04-19,62.0
2022-04-20,49.7
2022-04-21,28.4
2022-04-22,14.2
2022-04-23,34.4
2022-04-24,52.0
2022-04-25,92.1
2022-04-26,50.0
2022-04-27,10.8
2022-04-28,14.5
2022-04-29,59.2
2022-04-30,21.2
2022-05-01,18.8
2022-05-02,28.9
2022-05-03,37.9
2022-05-04,62.5
2022-05-05,68.2
2022-05-06,27.3
2022-05-07,33.1
2022-05-08,17.7
2022-05-09,32.0
2022-05-10,59.8
2022-05-11,44.6
2022-05-12,15.3
2022-05-13,14.5
2022-05-14,11.0
2022-05-15,14.9
2022-05-16,22.3
2022-05-17,38.3
2022-05-18,28.6
2022-05-19,47.8
2022-05-20,70.4
2022-05-21,51.7
2022-05-22,44.9
2022-05-23,41.5
2022-05-24,39.6
2022-05-25,3.26
2022-05-26,6.67
2022-05-27,15.0
2022-05-28,14.920603448275862
2022-05-29,14.841206896551725
2022-05-30,14.761810344827586
2022-05-31,14.682413793103448
2022-06-01,14.60301724137931
2022-06-02,14.523620689655173
2022-06-03,14.444224137931034
2022-06-04,14.364827586206896
2022-06-05,14.285431034482759
2022-06-06,14.206034482758621
2022-06-07,14.126637931034482
2022-06-08,14.047241379310345
2022-06-09,13.967844827586207
2022-06-10,13.88844827586207
2022-06-11,13.80905172413793
2022-06-12,13.729655172413793
2022-06-13,13.650258620689655
2022-06-14,13.570862068965518
2022-06-15,13.491465517241378
2022-06-16,13.412068965517241
2022-06-17,13.332672413793103
2022-06-18,13.253275862068966
2022-06-19,13.173879310344827
2022-06-20,13.094482758620689
2022-06-21,13.015086206896552
2022-06-22,12.935689655172414
2022-06-23,12.856293103448275
2022-06-24,12.776896551724137
2022-06-25,12.6975
2022-06-26,12.618103448275862
2022-06-27,12.538706896551723
2022-06-28,12.459310344827585
2022-06-29,12.379913793103448
2022-06-30,12.30051724137931
2022-07-01,12.221120689655173
2022-07-02,12.141724137931034
2022-07-03,12.062327586206896
2022-07-04,11.982931034482759
2022-07-05,11.903534482758621
2022-07-06,11.824137931034482
2022-07-07,11.744741379310344
2022-07-08,11.665344827586207
2022-07-09,11.58594827586207
2022-07-10,11.50655172413793
2022-07-11,11.427155172413793
2022-07-12,11.347758620689655
2022-07-13,11.268362068965518
2022-07-14,11.188965517241378
2022-07-15,11.10956896551724
2022-07-16,11.030172413793103
2022-07-17,10.950775862068966
2022-07-18,10.871379310344826
2022-07-19,10.791982758620689
2022-07-20,10.712586206896551
2022-07-21,10.633189655172414
2022-07-22,10.553793103448275
2022-07-23,10.474396551724137
2022-07-24,10.395
2022-07-25,10.315603448275862
2022-07-26,10.236206896551723
2022-07-27,10.156810344827585
2022-07-28,10.077413793103448
2022-07-29,9.99801724137931
2022-07-30,9.918620689655171
2022-07-31,9.839224137931033
2022-08-01,9.759827586206896
2022-08-02,9.680431034482758
2022-08-03,9.601034482758621
2022-08-04,9.521637931034482
2022-08-05,9.442241379310344
2022-08-06,9.362844827586207
